Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,187,81,128,36,2,10
4,169,68,125,27,1,15
5,183,86,131,35,1,5
6,190,69,152,38,0,10
7,189,59,115,30,3,0
8,187,84,138,40,2,5
9,220,72,121,33,3,15
10,181,81,137,36,6,15
11,191,74,153,39,2,10
12,192,89,143,32,3,20
13,173,83,156,31,7,10
14,200,95,151,28,6,30
15,219,101,179,34,6,25
16,200,94,165,36,6,15
17,192,88,181,44,7,30
18,215,118,188,34,7,40
19,219,99,205,34,6,30
20,201,114,164,26,8,30
21,241,113,183,30,3,55
22,219,126,192,28,7,10
23,201,143,187,29,7,35
24,229,130,194,32,9,40
25,247,134,198,35,6,45
26,226,121,197,49,7,15
27,206,135,201,38,12,50
