Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,182,87,103,27,0,10
4,182,86,115,27,1,0
5,204,65,82,34,1,5
6,181,95,84,27,1,5
7,183,82,90,28,3,0
8,163,89,80,30,2,15
9,195,98,104,27,2,10
10,209,90,105,35,0,0
11,184,74,93,27,4,15
12,190,93,95,41,0,10
13,200,96,97,29,2,0
14,194,95,108,28,3,10
15,219,93,105,33,5,10
16,188,110,87,37,5,10
17,190,98,96,38,3,25
18,207,119,111,30,2,20
19,212,105,96,39,2,20
20,219,86,101,27,5,10
21,193,115,99,22,4,20
22,202,120,103,32,3,20
23,227,108,98,40,3,25
24,218,132,110,28,5,15
25,211,136,115,35,3,30
26,190,138,112,35,15,10
27,218,130,109,27,2,50
