Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,223,60,125,53,2,10
4,229,59,127,63,2,5
5,230,54,136,57,2,10
6,248,63,135,65,1,15
7,271,75,110,64,2,0
8,252,70,92,51,1,15
9,247,95,116,65,1,5
10,227,83,106,60,5,10
11,265,97,114,49,4,20
12,247,85,94,58,4,10
13,263,100,102,46,6,25
14,286,97,109,61,4,20
15,265,105,107,41,5,25
16,239,102,99,58,8,20
17,259,110,111,60,3,20
18,289,120,110,44,7,30
19,257,126,108,55,4,40
20,238,136,106,42,7,20
21,259,125,105,42,9,30
22,250,138,108,47,6,30
23,222,146,92,49,10,20
24,269,132,98,48,4,60
25,244,151,95,41,2,35
26,247,144,106,52,3,15
27,250,159,72,43,3,20
