Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,202,84,155,32,0,15
4,262,79,148,33,2,10
5,221,80,137,39,2,20
6,246,99,132,30,2,5
7,245,88,133,23,0,10
8,220,79,145,28,3,0
9,219,93,151,36,4,20
10,230,85,145,34,5,10
11,238,75,155,34,3,15
12,249,102,150,25,4,10
13,220,109,167,29,4,20
14,209,97,163,31,3,20
15,223,107,164,37,7,20
16,238,109,147,30,6,40
17,243,109,165,32,5,20
18,258,102,157,30,1,25
19,219,114,174,47,6,20
20,245,129,156,32,5,15
21,252,117,148,31,9,40
22,245,142,161,38,3,40
23,248,140,165,42,11,15
24,232,120,165,44,6,50
25,275,124,171,31,9,35
26,279,148,152,41,9,50
27,223,136,160,42,5,20
