Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,260,61,99,32,1,10
4,281,71,95,26,3,20
5,269,78,89,25,2,15
6,239,77,98,36,0,10
7,314,97,109,34,5,0
8,281,90,101,32,1,10
9,289,90,107,29,7,20
10,283,93,110,22,5,10
11,287,115,120,24,2,30
12,309,93,116,34,5,10
13,337,104,123,26,6,40
14,331,114,113,29,6,5
15,328,107,133,40,6,20
16,320,114,128,28,5,45
17,323,145,125,32,6,25
18,367,127,106,29,11,25
19,327,135,125,45,8,50
20,311,139,120,42,8,45
21,346,151,117,29,12,25
22,301,161,126,22,13,55
23,346,150,140,23,6,45
24,318,145,141,32,13,50
25,304,175,134,31,12,60
26,301,191,136,31,9,50
27,301,175,132,35,12,65
