Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,313,55,126,55,2,10
4,335,64,132,38,1,5
5,330,68,121,50,2,10
6,297,68,116,53,2,5
7,334,86,145,38,2,10
8,310,84,143,51,1,10
9,315,88,141,54,2,10
10,333,96,120,46,4,10
11,292,90,151,59,5,10
12,289,86,137,45,3,35
13,308,98,130,50,2,10
14,296,109,122,45,4,5
15,322,103,120,66,4,15
16,314,128,142,63,4,25
17,327,120,133,66,6,20
18,328,131,125,51,2,10
19,320,121,130,56,3,10
20,322,144,131,72,2,30
21,315,162,124,57,11,20
22,289,157,120,64,10,20
23,277,152,126,69,6,30
24,291,161,124,65,7,50
25,296,154,118,63,6,10
26,243,163,119,70,8,55
27,312,124,114,66,13,40
