Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,242,60,111,50,3,0
4,247,59,113,61,3,15
5,246,71,96,50,5,20
6,282,76,115,46,2,5
7,265,74,113,46,0,20
8,283,84,120,55,1,10
9,291,90,123,63,3,0
10,300,89,122,53,6,5
11,277,86,127,50,2,35
12,267,93,132,53,2,10
13,274,87,142,56,2,15
14,266,88,135,51,9,10
15,305,121,127,55,6,25
16,324,120,136,57,6,30
17,282,117,141,58,4,25
18,317,131,142,47,9,30
19,326,161,139,58,2,35
20,329,155,150,67,3,10
21,271,149,169,66,9,25
22,295,162,155,64,3,35
23,296,171,159,59,4,15
24,272,171,178,71,5,30
25,298,166,154,74,6,15
26,319,155,176,73,8,35
27,310,165,140,75,11,25
