Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,278,60,89,28,2,10
4,310,48,118,47,3,25
5,286,48,106,49,2,15
6,281,52,93,40,7,5
7,296,64,124,38,3,20
8,318,69,123,46,2,20
9,247,74,129,52,2,20
10,297,70,122,51,5,15
11,308,83,111,50,2,20
12,328,94,103,64,5,20
13,283,67,122,41,3,15
14,308,83,127,55,3,10
15,291,111,144,46,4,10
16,293,94,130,40,2,15
17,303,109,148,49,5,30
18,322,109,127,45,5,20
19,304,86,115,45,7,35
20,302,117,128,43,5,25
21,295,97,125,42,4,20
22,288,136,127,39,9,15
23,281,118,150,51,8,25
24,297,125,118,50,9,50
25,301,143,138,47,8,55
26,299,125,117,43,11,40
27,306,149,147,51,8,30
