Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,240,56,135,33,0,20
4,258,55,152,16,4,0
5,281,67,162,31,0,15
6,263,73,148,32,5,15
7,242,85,158,40,5,0
8,281,58,150,46,3,20
9,296,67,177,38,4,15
10,245,92,153,42,3,30
11,308,75,172,47,6,25
12,315,101,150,54,2,20
13,272,101,156,43,5,25
14,335,80,162,33,3,20
15,277,102,166,39,4,25
16,275,117,171,38,5,20
17,274,95,195,49,6,30
18,235,118,190,48,8,20
19,300,120,171,48,6,30
20,284,124,161,51,8,35
21,304,126,191,46,5,30
22,290,142,169,36,3,25
23,274,133,181,46,6,25
24,272,147,190,39,6,10
25,307,139,196,52,9,35
26,273,137,167,53,11,35
27,284,124,177,44,14,60
