Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,182,87,103,27,0,10
4,182,86,115,27,1,0
5,204,65,82,34,1,5
6,180,95,83,27,1,5
7,181,82,89,28,3,0
8,159,88,79,30,2,15
9,193,98,104,27,2,10
10,205,89,102,35,0,0
11,180,72,93,27,3,15
12,184,92,95,41,0,10
13,195,97,94,28,2,0
14,189,95,105,28,3,5
15,216,92,103,33,3,10
16,184,108,87,37,3,10
17,183,97,94,38,3,20
18,203,119,110,30,1,15
19,207,107,96,39,2,20
20,212,85,99,27,5,5
21,190,115,95,22,3,15
22,194,120,100,32,0,10
23,218,106,95,41,2,10
24,216,129,107,28,3,10
25,206,135,112,35,3,20
26,184,138,109,34,10,10
27,210,130,106,27,2,35
