Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,316,82,130,43,1,15
4,354,77,121,41,0,10
5,303,95,147,50,0,5
6,330,94,115,55,2,0
7,304,87,120,50,1,10
8,303,83,113,35,1,0
9,333,94,123,55,2,0
10,296,104,122,51,2,15
11,282,103,115,38,2,10
12,305,109,91,55,1,10
13,309,133,128,66,3,10
14,297,138,123,47,3,10
15,294,156,124,41,5,10
16,318,130,133,51,2,20
17,285,154,126,69,2,25
18,300,140,130,45,4,5
19,301,119,128,44,5,15
20,276,159,151,57,2,15
21,317,168,131,51,2,20
22,290,174,134,55,4,15
23,302,182,128,59,2,15
24,293,182,114,68,3,25
25,299,197,136,55,1,10
26,315,194,122,56,2,15
27,292,192,142,61,1,15
