Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,175,64,151,41,3,10
4,184,81,120,37,0,20
5,200,71,109,40,1,0
6,222,60,115,40,3,0
7,212,75,116,29,2,15
8,180,68,110,36,1,10
9,203,66,118,36,3,10
10,205,69,103,41,6,15
11,206,75,119,49,3,20
12,191,99,109,45,9,0
13,214,84,113,52,7,50
14,207,78,138,48,8,40
15,195,90,129,54,7,25
16,183,106,123,32,4,45
17,233,99,119,43,10,30
18,225,93,123,47,6,45
19,262,107,122,54,14,25
20,208,113,131,35,5,60
21,215,108,145,40,6,40
22,219,117,135,40,10,35
23,236,127,148,48,14,40
24,217,125,141,59,14,55
25,211,142,161,49,10,60
26,240,147,139,55,12,45
27,236,142,156,57,16,80
