Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,242,60,111,50,3,0
4,245,59,113,61,3,15
5,244,71,93,50,5,20
6,279,76,113,46,2,5
7,260,74,112,46,0,20
8,280,84,120,55,1,10
9,287,90,122,63,3,0
10,296,88,119,53,5,5
11,271,85,124,48,2,35
12,261,93,130,53,2,5
13,266,87,140,56,2,15
14,261,88,132,51,9,10
15,297,120,125,54,6,25
16,313,119,134,57,6,30
17,274,116,138,56,4,25
18,303,129,139,48,8,30
19,316,159,135,55,2,30
20,319,152,146,67,1,10
21,265,148,167,65,7,25
22,293,159,153,62,2,25
23,291,169,150,59,4,10
24,269,169,175,70,5,30
25,285,167,149,73,6,10
26,309,157,170,72,7,35
27,292,164,136,76,10,20
