Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,321,70,112,50,2,10
4,321,85,135,44,1,35
5,290,70,121,36,3,15
6,299,72,121,43,3,5
7,297,75,107,37,1,15
8,299,85,138,41,5,20
9,289,89,94,25,3,15
10,277,99,125,28,4,15
11,325,103,115,36,2,20
12,286,80,109,28,3,25
13,287,91,120,32,3,5
14,306,100,120,29,9,15
15,325,110,124,28,6,35
16,270,94,109,28,6,40
17,267,115,114,27,10,30
18,286,126,127,25,9,35
19,260,111,119,21,6,50
20,296,110,131,29,10,30
21,267,124,116,15,3,45
22,273,128,117,15,18,20
23,266,113,100,21,11,60
24,276,125,127,20,8,75
25,270,129,104,16,12,40
26,271,129,111,12,11,50
27,271,135,111,14,6,50
