Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,241,54,171,40,1,15
4,279,64,132,51,3,15
5,253,70,180,44,0,10
6,267,58,155,31,3,15
7,239,70,165,51,2,20
8,270,52,153,49,3,10
9,274,61,146,46,3,15
10,284,87,164,59,4,20
11,310,80,148,36,3,0
12,293,82,158,51,3,20
13,290,92,158,45,5,25
14,289,97,160,51,2,15
15,253,81,174,46,3,15
16,259,89,173,40,3,15
17,311,97,150,45,5,10
18,283,106,164,44,7,25
19,302,103,157,44,7,20
20,263,106,141,44,8,35
21,271,111,140,41,11,50
22,265,93,181,43,8,45
23,301,120,160,45,9,35
24,314,122,146,49,9,50
25,285,129,160,41,9,25
26,322,142,147,61,12,60
27,258,119,160,67,6,55
