Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,233,49,147,35,3,15
4,245,63,157,36,4,10
5,293,52,182,38,0,15
6,272,65,158,43,5,5
7,260,65,160,45,6,20
8,278,62,146,37,3,15
9,264,61,169,51,6,10
10,290,68,161,41,6,25
11,263,80,175,40,2,45
12,308,107,163,34,7,30
13,280,91,179,47,6,20
14,310,99,170,49,6,20
15,249,81,201,44,13,25
16,260,96,153,50,7,60
17,291,104,189,45,13,20
18,271,119,212,55,16,40
19,273,110,189,55,13,50
20,307,127,193,51,12,85
21,273,121,177,56,13,65
22,295,119,208,62,15,55
23,297,133,216,56,18,65
24,247,151,201,64,13,85
25,264,126,185,58,22,60
26,264,152,194,64,22,95
27,272,135,191,60,29,80
