Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,185,50,103,37,1,10
4,174,61,102,37,2,20
5,182,60,89,47,1,5
6,203,68,84,45,2,5
7,212,65,82,40,5,10
8,189,55,113,32,2,25
9,211,62,107,35,1,0
10,204,74,120,41,2,10
11,183,61,78,43,4,25
12,195,69,112,60,5,10
13,188,73,107,51,2,25
14,207,70,106,39,3,10
15,185,82,118,40,5,15
16,225,81,107,42,5,20
17,188,77,106,60,8,35
18,231,89,120,48,5,15
19,194,78,104,54,10,25
20,209,104,112,43,1,45
21,199,91,123,57,6,35
22,207,92,110,60,11,30
23,208,100,130,48,4,20
24,199,123,125,44,6,25
25,205,110,139,72,13,40
26,207,106,118,60,4,30
27,203,106,134,72,10,45
