Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,225,69,108,44,2,5
4,218,74,122,35,3,10
5,273,62,127,30,2,0
6,247,96,114,45,5,20
7,285,74,108,34,1,10
8,242,90,107,31,2,20
9,243,82,117,34,3,10
10,275,75,121,39,3,5
11,232,113,130,33,5,20
12,281,80,134,34,8,25
13,290,101,162,35,4,15
14,269,95,138,37,4,35
15,254,101,125,47,8,30
16,282,134,140,50,4,20
17,277,109,141,38,4,10
18,292,123,172,56,1,35
19,260,136,140,45,6,20
20,268,145,160,58,6,15
21,259,139,141,53,7,25
22,255,143,158,61,5,20
23,298,132,171,45,6,40
24,307,164,144,56,5,30
25,292,139,183,32,8,35
26,277,154,139,50,8,35
27,286,149,172,68,8,15
