Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,191,46,83,40,0,15
4,197,61,97,42,1,10
5,193,55,68,38,3,5
6,202,52,81,45,1,10
7,245,50,83,34,5,15
8,246,62,87,32,2,20
9,206,61,93,36,6,10
10,251,58,83,33,7,20
11,225,52,103,33,3,40
12,231,75,94,46,1,10
13,239,69,94,33,6,10
14,228,61,85,29,9,10
15,237,79,101,30,7,70
16,236,84,103,22,3,25
17,250,81,101,20,7,20
18,241,105,98,37,5,20
19,224,88,89,28,5,15
20,233,84,106,40,7,25
21,253,102,93,36,5,30
22,246,90,95,33,10,20
23,216,107,91,31,6,35
24,257,95,126,24,4,50
25,236,103,97,28,9,30
26,237,121,107,26,3,30
27,253,113,108,22,10,35
