Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,191,46,83,40,0,15
4,195,61,95,42,1,10
5,191,55,68,38,3,5
6,197,52,79,45,1,10
7,241,50,82,34,5,15
8,240,62,86,32,2,20
9,201,61,90,36,6,10
10,244,58,83,33,5,20
11,218,51,102,33,3,30
12,220,75,92,46,1,10
13,221,68,91,32,6,10
14,221,58,85,29,7,10
15,224,79,97,30,6,65
16,228,83,95,22,3,25
17,239,79,101,20,4,15
18,234,103,96,36,4,20
19,216,85,90,28,4,10
20,226,84,101,39,7,20
21,246,101,91,36,3,25
22,237,88,93,33,8,15
23,205,106,87,31,6,30
24,249,92,121,23,4,40
25,229,102,94,28,8,25
26,227,120,106,25,3,20
27,251,110,105,21,8,30
