Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,229,66,130,29,1,15
4,287,74,119,31,2,5
5,254,82,111,31,1,10
6,289,84,106,42,3,20
7,268,85,117,33,2,5
8,286,93,105,46,2,10
9,256,98,125,30,2,10
10,266,85,119,37,1,20
11,273,104,148,33,5,10
12,291,98,125,37,3,5
13,291,100,103,44,5,20
14,254,107,139,25,3,10
15,259,106,119,38,2,20
16,293,101,125,31,2,20
17,268,125,117,30,2,10
18,259,113,130,35,4,20
19,285,154,123,49,7,15
20,271,145,135,35,7,15
21,252,164,125,33,3,25
22,275,153,129,34,5,30
23,281,148,118,44,5,35
24,294,148,138,32,2,25
25,276,162,125,32,4,5
26,228,161,116,38,10,30
27,282,173,112,38,4,25
