Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,164,62,107,36,2,5
4,162,64,109,26,4,15
5,177,64,92,36,1,15
6,165,70,92,29,3,15
7,175,58,107,27,2,10
8,159,66,86,36,3,5
9,158,70,97,26,2,5
10,186,58,92,22,2,10
11,160,81,121,29,1,20
12,199,93,84,36,2,10
13,183,65,93,38,1,0
14,175,70,116,23,2,10
15,200,78,106,30,3,15
16,196,87,101,34,4,10
17,167,107,100,29,1,20
18,188,64,103,31,4,20
19,179,79,99,21,1,0
20,193,100,81,30,5,10
21,169,90,88,23,2,35
22,174,87,95,33,3,10
23,190,90,86,26,0,5
24,175,104,71,30,9,5
25,211,106,75,27,3,30
26,198,107,97,23,7,10
27,193,109,75,27,0,45
