Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,130,72,112,44,2,25
4,146,79,141,33,1,10
5,112,81,118,37,3,10
6,122,73,129,43,1,15
7,133,85,132,39,3,5
8,136,76,126,44,4,10
9,126,90,144,49,4,15
10,138,88,164,37,1,20
11,123,65,132,47,5,5
12,136,69,139,50,4,30
13,139,90,123,46,4,20
14,126,90,176,37,3,20
15,156,102,135,42,2,20
16,155,85,163,54,4,15
17,149,90,131,61,4,10
18,139,88,137,56,6,5
19,154,80,161,50,5,40
20,134,83,153,52,2,25
21,150,122,143,39,5,15
22,146,88,169,53,10,20
23,153,104,156,63,4,20
24,154,91,174,52,8,40
25,127,97,138,61,7,35
26,134,113,177,64,6,30
27,156,118,157,72,6,15
