Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,274,67,155,39,2,15
4,261,81,116,42,1,15
5,275,69,135,41,2,5
6,262,92,138,62,1,10
7,278,74,123,54,3,10
8,260,77,141,47,1,15
9,319,97,157,52,3,5
10,294,105,133,50,4,15
11,277,119,148,47,5,15
12,251,108,146,50,6,25
13,301,99,152,52,6,25
14,277,97,151,38,2,25
15,261,112,159,45,4,20
16,295,117,163,44,4,20
17,274,109,173,52,9,10
18,298,117,129,45,5,20
19,317,139,130,51,5,50
20,315,129,152,53,9,30
21,306,138,154,56,8,40
22,282,173,135,60,10,40
23,302,141,139,69,6,35
24,262,150,125,73,6,35
25,300,127,147,49,3,25
26,290,153,138,63,7,15
27,274,147,157,57,8,45
