Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,278,60,89,28,2,10
4,315,48,119,47,3,25
5,300,48,106,49,2,15
6,287,53,95,40,7,5
7,306,66,126,38,4,20
8,330,69,125,46,4,20
9,258,75,129,52,4,30
10,304,72,126,51,6,25
11,324,84,115,49,2,30
12,345,92,105,64,8,20
13,299,68,129,41,4,20
14,317,87,132,54,5,15
15,309,114,146,46,8,15
16,307,97,136,41,5,30
17,314,112,159,51,5,35
18,334,111,132,45,8,35
19,323,91,119,47,13,50
20,319,120,133,43,5,50
21,304,103,133,42,4,25
22,302,143,133,40,11,30
23,304,122,162,51,11,30
24,324,129,119,50,11,50
25,314,147,140,49,10,65
26,311,131,123,45,16,55
27,324,156,156,51,7,40
