Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,229,66,130,29,1,15
4,286,74,119,31,2,5
5,252,82,109,31,1,10
6,285,84,103,42,2,20
7,264,85,117,33,2,0
8,279,92,103,46,2,10
9,251,98,122,30,2,10
10,258,85,116,37,1,20
11,266,104,145,32,5,10
12,282,96,121,38,3,5
13,273,100,101,43,5,20
14,247,105,133,25,2,10
15,245,102,110,38,2,20
16,281,101,120,31,2,15
17,257,124,113,29,2,10
18,251,108,126,35,4,20
19,271,147,122,49,6,15
20,255,142,129,35,5,10
21,244,158,118,34,3,20
22,258,151,125,34,5,25
23,266,143,119,41,4,35
24,283,145,131,31,2,20
25,267,156,122,32,4,5
26,218,161,113,37,8,30
27,272,169,106,38,3,15
