Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,249,55,71,39,2,5
4,215,71,75,35,4,20
5,220,42,99,43,2,10
6,249,60,72,49,3,5
7,249,72,75,24,3,20
8,273,96,96,37,6,10
9,248,87,102,45,3,20
10,264,76,84,47,1,20
11,274,78,95,48,8,15
12,284,95,87,46,4,20
13,265,93,73,28,5,20
14,291,111,80,49,6,30
15,296,110,103,37,2,5
16,291,93,108,30,10,35
17,275,113,95,38,6,35
18,288,121,89,35,5,40
19,295,119,109,34,4,20
20,308,132,97,45,10,10
21,287,124,103,47,10,35
22,293,124,107,31,5,40
23,289,124,107,40,14,45
24,288,149,92,44,9,45
25,282,138,73,44,12,70
26,259,133,100,49,11,35
27,285,139,109,45,11,70
