Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,130,72,112,44,2,25
4,146,79,141,33,1,10
5,112,81,118,37,3,10
6,121,73,131,43,1,15
7,134,85,132,39,4,5
8,137,76,128,44,4,15
9,127,90,144,49,4,15
10,138,88,165,37,2,20
11,123,65,131,47,5,5
12,135,69,139,50,4,30
13,141,90,124,45,4,20
14,127,90,178,37,3,20
15,157,102,139,42,2,25
16,155,86,168,54,4,15
17,150,90,131,61,5,10
18,137,87,137,57,6,10
19,154,80,162,51,6,40
20,133,83,153,52,3,30
21,151,122,144,39,6,10
22,149,90,171,53,10,30
23,152,106,157,64,4,20
24,155,93,178,52,8,40
25,130,97,141,61,9,40
26,133,112,178,64,6,40
27,156,117,163,70,6,15
