Id,YLLs,YLDs,Population,Costs,DALYs,Cycle_id,State_id,State_name,Intervention_id
3,0,0,0,0,0,0,3,Steatosis,0
4,0,0,0,0,0,0,4,NASH,0
5,0,0,0,0,0,0,5,Cirrhosis,0
6,0,0,0,0,0,0,6,HCC,0
7,0,0,0,0,0,0,7,Liver death,0
8,0,0,0,0,0,0,8,Natural death,0
13,0,0,0,0,0,0,13,CHD,0
14,0,0,0,0,0,0,14,CHD death,0
19,0,0,0,0,0,0,19,T2DM,0
20,0,0,0,0,0,0,20,T2DM death,0
25,0,0,0,0,0,0,25,Overweight,0
26,0,0,0,0,0,0,26,Obese,0
139,0,0,0,0,0,1,3,Steatosis,0
140,0,0,0,0,0,1,4,NASH,0
141,0,0,0,0,0,1,5,Cirrhosis,0
142,0,0,0,0,0,1,6,HCC,0
143,0,0,0,0,0,1,7,Liver death,0
144,0,0,0,0,0,1,8,Natural death,0
149,0,0,0,0,0,1,13,CHD,0
150,0,0,0,0,0,1,14,CHD death,0
155,0,0,0,0,0,1,19,T2DM,0
156,0,0,0,0,0,1,20,T2DM death,0
161,0,0,0,0,0,1,25,Overweight,0
162,0,0,0,0,0,1,26,Obese,0
275,0,0,7967,0,0,2,3,Steatosis,0
276,0,0,678,0,0,2,4,NASH,0
277,0,0,85,0,0,2,5,Cirrhosis,0
278,0,0,1,0,0,2,6,HCC,0
279,0,0,0,0,0,2,7,Liver death,0
280,0,0,0,0,0,2,8,Natural death,0
285,0,0,1481,0,0,2,13,CHD,0
286,0,0,0,0,0,2,14,CHD death,0
291,0,0,2113,0,0,2,19,T2DM,0
292,0,0,0,0,0,2,20,T2DM death,0
297,0,0,7531,0,0,2,25,Overweight,0
298,0,0,8397,0,0,2,26,Obese,0
411,0,0,8002,0,0,3,3,Steatosis,0
412,0,0,778,0,0,3,4,NASH,0
413,0,0,80,0,0,3,5,Cirrhosis,0
414,0,0,5,0,0,3,6,HCC,0
415,0,0,10,0,0,3,7,Liver death,0
416,0,0,198,0,0,3,8,Natural death,0
421,0,0,1503,0,0,3,13,CHD,0
422,0,0,36,0,0,3,14,CHD death,0
427,0,0,2318,0,0,3,19,T2DM,0
428,0,0,58,0,0,3,20,T2DM death,0
433,0,0,7774,0,0,3,25,Overweight,0
434,0,0,8331,0,0,3,26,Obese,0
547,0,0,8021,0,0,4,3,Steatosis,0
548,0,0,880,0,0,4,4,NASH,0
549,0,0,84,0,0,4,5,Cirrhosis,0
550,0,0,3,0,0,4,6,HCC,0
551,0,0,19,0,0,4,7,Liver death,0
552,0,0,397,0,0,4,8,Natural death,0
557,0,0,1543,0,0,4,13,CHD,0
558,0,0,72,0,0,4,14,CHD death,0
563,0,0,2519,0,0,4,19,T2DM,0
564,0,0,126,0,0,4,20,T2DM death,0
569,0,0,7945,0,0,4,25,Overweight,0
570,0,0,8287,0,0,4,26,Obese,0
683,0,0,8019,0,0,5,3,Steatosis,0
684,0,0,973,0,0,5,4,NASH,0
685,0,0,90,0,0,5,5,Cirrhosis,0
686,0,0,4,0,0,5,6,HCC,0
687,0,0,27,0,0,5,7,Liver death,0
688,0,0,581,0,0,5,8,Natural death,0
693,0,0,1545,0,0,5,13,CHD,0
694,0,0,123,0,0,5,14,CHD death,0
699,0,0,2742,0,0,5,19,T2DM,0
700,0,0,192,0,0,5,20,T2DM death,0
705,0,0,8135,0,0,5,25,Overweight,0
706,0,0,8244,0,0,5,26,Obese,0
819,0,0,8019,0,0,6,3,Steatosis,0
820,0,0,1092,0,0,6,4,NASH,0
821,0,0,94,0,0,6,5,Cirrhosis,0
822,0,0,5,0,0,6,6,HCC,0
823,0,0,35,0,0,6,7,Liver death,0
824,0,0,756,0,0,6,8,Natural death,0
829,0,0,1597,0,0,6,13,CHD,0
830,0,0,164,0,0,6,14,CHD death,0
835,0,0,2941,0,0,6,19,T2DM,0
836,0,0,268,0,0,6,20,T2DM death,0
841,0,0,8301,0,0,6,25,Overweight,0
842,0,0,8208,0,0,6,26,Obese,0
955,0,0,8001,814289.102959242,0,7,3,Steatosis,0
956,0,181.97552878216572,1177,272507.098369624,181.97552878216572,7,4,NASH,0
957,0,20.923215354217295,105,275955.4939042998,20.923215354217295,7,5,Cirrhosis,0
958,0,1.0704243218399232,5,272449.31453972,1.0704243218399232,7,6,HCC,0
959,152.18359884400002,0,44,0,152.18359884400002,7,7,Liver death,0
960,0,0,942,0,0,7,8,Natural death,0
965,0,95.91485705485437,1634,2.066331829958875e+07,95.91485705485437,7,13,CHD,0
966,300.7352420840001,0,210,0,300.7352420840001,7,14,CHD death,0
971,0,95.961809363253,3137,1.5222161634617198e+07,95.961809363253,7,19,T2DM,0
972,819.2861050939999,0,345,0,819.2861050939999,7,20,T2DM death,0
977,0,0,8419,1.2317544641794078e+06,0,7,25,Overweight,0
978,0,97.11585853283924,8176,6.284113345118628e+06,97.11585853283924,7,26,Obese,0
1091,0,0,8002,790670.7537626488,0,8,3,Steatosis,0
1092,0,191.08548815047013,1273,286149.1996474031,191.08548815047013,8,4,NASH,0
1093,0,21.474589961332654,111,283227.5526895729,21.474589961332654,8,5,Cirrhosis,0
1094,0,1.8706444459338463,9,476125.0157004816,1.8706444459338463,8,6,HCC,0
1095,156.79754947669903,0,53,0,156.79754947669903,8,7,Liver death,0
1096,0,0,1161,0,0,8,8,Natural death,0
1101,0,93.23519990358768,1636,2.008602912510092e+07,93.23519990358768,8,13,CHD,0
1102,306.75199610291264,0,262,0,306.75199610291264,8,14,CHD death,0
1107,0,98.5126850085296,3317,1.5626800121946296e+07,98.5126850085296,8,19,T2DM,0
1108,540.0294777504854,0,409,0,540.0294777504854,8,20,T2DM death,0
1113,0,0,8484,1.2051110553330884e+06,0,8,25,Overweight,0
1114,0,94.16038712885263,8165,6.0928725161613645e+06,94.16038712885263,8,26,Obese,0
1227,0,0,7992,766682.1964496685,0,9,3,Steatosis,0
1228,0,194.7011586185277,1336,291563.6412182296,194.7011586185277,9,4,NASH,0
1229,0,21.036946345397148,112,277455.4876343235,21.036946345397148,9,5,Cirrhosis,0
1230,0,1.8161596562464535,9,462257.2967965841,1.8161596562464535,9,6,HCC,0
1231,249.32944395136207,0,69,0,249.32944395136207,9,7,Liver death,0
1232,0,0,1368,0,0,9,8,Natural death,0
1237,0,90.63027122870778,1638,1.9524839002845187e+07,90.63027122870778,9,13,CHD,0
1238,397.4642932246206,0,328,0,397.4642932246206,9,14,CHD death,0
1243,0,100.2857063083754,3478,1.590804968348755e+07,100.2857063083754,9,19,T2DM,0
1244,660.3734062484682,0,482,0,660.3734062484682,9,20,T2DM death,0
1249,0,0,8569,1.1817329059324844e+06,0,9,25,Overweight,0
1250,0,90.81325097082897,8111,5.876288084777661e+06,90.81325097082897,9,26,Obese,0
1363,0,0,7942,739694.7923898934,0,10,3,Steatosis,0
1364,0,201.90581459554724,1427,302352.5638178169,201.90581459554724,10,4,NASH,0
1365,0,23.159606326850156,127,305451.1696390352,23.159606326850156,10,5,Cirrhosis,0
1366,0,1.3714258461407953,7,349061.6049165145,1.3714258461407953,10,6,HCC,0
1367,120.608322316553,0,77,0,120.608322316553,10,7,Liver death,0
1368,0,0,1554,0,0,10,8,Natural death,0
1373,0,88.52773746393932,1648,1.9071881809861965e+07,88.52773746393932,10,13,CHD,0
1374,265.2136719134789,0,379,0,265.2136719134789,10,14,CHD death,0
1379,0,101.56393376587047,3628,1.6110811439365666e+07,101.56393376587047,10,19,T2DM,0
1380,865.9206522049877,0,570,0,865.9206522049877,10,20,T2DM death,0
1385,0,0,8632,1.1557486450946908e+06,0,10,25,Overweight,0
1386,0,88.32038764783596,8125,5.714981415483774e+06,88.32038764783596,10,26,Obese,0
1499,0,0,7926,716703.4940799645,0,11,3,Steatosis,0
1500,0,204.1298130295628,1486,305682.98612287093,204.1298130295628,11,4,NASH,0
1501,0,22.308007011567344,126,294219.4585621773,22.308007011567344,11,5,Cirrhosis,0
1502,0,1.3314814040201894,7,338894.7620548684,1.3314814040201894,11,6,HCC,0
1503,251.8812860691868,0,95,0,251.8812860691868,11,7,Liver death,0
1504,0,0,1733,0,0,11,8,Natural death,0
1509,0,86.52295012058367,1659,1.8639982516354054e+07,86.52295012058367,11,13,CHD,0
1510,327.1419528408666,0,427,0,327.1419528408666,11,14,CHD death,0
1515,0,101.7041779021434,3742,1.613305798645339e+07,101.7041779021434,11,19,T2DM,0
1516,990.3315478863294,0,687,0,990.3315478863294,11,20,T2DM death,0
1521,0,0,8621,1.1206561574184534e+06,0,11,25,Overweight,0
1522,0,85.82182432888514,8132,5.553305914349216e+06,85.82182432888514,11,26,Obese,0
1635,0,0,7868,690736.7777452432,0,12,3,Steatosis,0
1636,0,208.18685605400626,1561,311758.3800505725,208.18685605400626,12,4,NASH,0
1637,0,22.861495858672022,133,301519.4019784984,22.861495858672022,12,5,Cirrhosis,0
1638,0,1.1080289076450953,6,282020.60642568796,1.1080289076450953,12,6,HCC,0
1639,162.90151507703737,0,105,0,162.90151507703737,12,7,Liver death,0
1640,0,0,1946,0,0,12,8,Natural death,0
1645,0,83.95222955689258,1658,1.808616198324826e+07,83.95222955689258,12,13,CHD,0
1646,247.67884682004558,0,467,0,247.67884682004558,12,14,CHD death,0
1651,0,102.30422901584352,3877,1.62282424676803e+07,102.30422901584352,12,19,T2DM,0
1652,904.8118331313227,0,789,0,904.8118331313227,12,20,T2DM death,0
1657,0,0,8636,1.0899087659583474e+06,0,12,25,Overweight,0
1658,0,83.04551193959693,8105,5.37365799691118e+06,83.04551193959693,12,26,Obese,0
1771,0,0,7874,671129.6326235313,0,13,3,Steatosis,0
1772,0,206.91403691577824,1598,309852.34217599075,206.91403691577824,13,4,NASH,0
1773,0,22.69628028892183,136,299340.38009399123,22.69628028892183,13,5,Cirrhosis,0
1774,0,1.4343416280195405,8,365075.2186740297,1.4343416280195405,13,6,HCC,0
1775,128.83946045261314,0,116,0,128.83946045261314,13,7,Liver death,0
1776,0,0,2135,0,0,13,8,Natural death,0
1781,0,84.45660954169338,1718,1.81948225650393e+07,84.45660954169338,13,13,CHD,0
1782,158.05116983451688,0,508,0,158.05116983451688,13,14,CHD death,0
1787,0,102.47561948944049,4000,1.625542967381139e+07,102.47561948944049,13,19,T2DM,0
1788,910.1319606771568,0,898,0,910.1319606771568,13,20,T2DM death,0
1793,0,0,8717,1.0680887313952148e+06,0,13,25,Overweight,0
1794,0,80.2089041007825,8063,5.190108518544851e+06,80.2089041007825,13,26,Obese,0
1907,0,0,7876,651747.6697971972,0,14,3,Steatosis,0
1908,0,208.55583268119102,1659,312310.92000313103,208.55583268119102,14,4,NASH,0
1909,0,23.169389501112285,143,305580.19955340296,23.169389501112285,14,5,Cirrhosis,0
1910,0,1.0444235155482093,6,265831.46990827407,1.0444235155482093,14,6,HCC,0
1911,101.3192991396337,0,124,0,101.3192991396337,14,7,Liver death,0
1912,0,0,2304,0,0,14,8,Natural death,0
1917,0,80.85123623293681,1694,1.741810268497863e+07,80.85123623293681,14,13,CHD,0
1918,250.68276292747493,0,556,0,250.68276292747493,14,14,CHD death,0
1923,0,102.8735830602827,4136,1.631855755603676e+07,102.8735830602827,14,19,T2DM,0
1924,743.1699956216643,0,985,0,743.1699956216643,14,20,T2DM death,0
1929,0,0,8738,1.0394775229889244e+06,0,14,25,Overweight,0
1930,0,78.21075359314766,8098,5.060813422355089e+06,78.21075359314766,14,26,Obese,0
2043,0,0,7829,628988.7068545374,0,15,3,Steatosis,0
2044,0,211.8792614187781,1736,317287.73159959324,211.8792614187781,15,4,NASH,0
2045,0,21.86533465038095,139,288381.0695765018,21.86533465038095,15,5,Cirrhosis,0
2046,0,2.1970073951661355,13,559192.4124284083,2.1970073951661355,15,6,HCC,0
2047,229.02749702708303,0,140,0,229.02749702708303,15,7,Liver death,0
2048,0,0,2523,0,0,15,8,Natural death,0
2053,0,80.11817118484986,1729,1.7260175572453983e+07,80.11817118484986,15,13,CHD,0
2054,222.20479640367333,0,603,0,222.20479640367333,15,14,CHD death,0
2059,0,103.06483739771811,4268,1.6348895713030532e+07,103.06483739771811,15,19,T2DM,0
2060,775.2678386927372,0,1078,0,775.2678386927372,15,20,T2DM death,0
2065,0,0,8788,1.0149762639278615e+06,0,15,25,Overweight,0
2066,0,75.73585912039992,8077,4.900669470390636e+06,75.73585912039992,15,26,Obese,0
2179,0,0,7817,609732.6372426758,0,16,3,Steatosis,0
2180,0,212.69924961225985,1795,318515.6582598527,212.69924961225985,16,4,NASH,0
2181,0,21.839371760874982,143,288038.64601131453,21.839371760874982,16,5,Cirrhosis,0
2182,0,1.4767039997382543,9,375857.48408182774,1.4767039997382543,16,6,HCC,0
2183,237.35769847759997,0,161,0,237.35769847759997,16,7,Liver death,0
2184,0,0,2722,0,0,16,8,Natural death,0
2189,0,77.10980891970249,1714,1.661207215079384e+07,77.10980891970249,16,13,CHD,0
2190,287.7777747064272,0,657,0,287.7777747064272,16,14,CHD death,0
2195,0,102.33710686004996,4365,1.6233457790963644e+07,102.33710686004996,16,19,T2DM,0
2196,868.159120059938,0,1193,0,868.159120059938,16,20,T2DM death,0
2201,0,0,8825,989562.7233476612,0,16,25,Overweight,0
2202,0,72.9473284601518,8013,4.720230940575847e+06,72.9473284601518,16,26,Obese,0
2315,0,0,7780,589171.4619677701,0,17,3,Steatosis,0
2316,0,214.09703519939842,1861,320608.8325291919,214.09703519939842,17,4,NASH,0
2317,0,21.054998914008088,142,277693.5822771854,21.054998914008088,17,5,Cirrhosis,0
2318,0,2.2301894278679137,14,567638.0557870108,2.2301894278679137,17,6,HCC,0
2319,114.51179323754188,0,171,0,114.51179323754188,17,7,Liver death,0
2320,0,0,2915,0,0,17,8,Natural death,0
2325,0,74.9949258052642,1717,1.615645448840169e+07,74.9949258052642,17,13,CHD,0
2326,225.62039396006125,0,702,0,225.62039396006125,17,14,CHD death,0
2331,0,101.86024159492102,4475,1.6157813946899053e+07,101.86024159492102,17,19,T2DM,0
2332,891.2658288624782,0,1308,0,891.2658288624782,17,20,T2DM death,0
2337,0,0,8877,966401.5286620689,0,17,25,Overweight,0
2338,0,70.16860231313348,7939,4.540426835182925e+06,70.16860231313348,17,26,Obese,0
2451,0,0,7760,570540.6624990321,0,18,3,Steatosis,0
2452,0,210.98861114009694,1889,315953.9889545041,210.98861114009694,18,4,NASH,0
2453,0,21.593394209634948,150,284794.4574154096,21.593394209634948,18,5,Cirrhosis,0
2454,0,2.4745513762750777,16,629834.1811783754,2.4745513762750777,18,6,HCC,0
2455,105.2307552052357,0,182,0,105.2307552052357,18,7,Liver death,0
2456,0,0,3139,0,0,18,8,Natural death,0
2461,0,72.38655045749535,1707,1.5594521835727217e+07,72.38655045749535,18,13,CHD,0
2462,215.16417556964214,0,752,0,215.16417556964214,18,14,CHD death,0
2467,0,100.79396038714523,4561,1.5988672649953714e+07,100.79396038714523,18,19,T2DM,0
2468,888.3088088759662,0,1427,0,888.3088088759662,18,20,T2DM death,0
2473,0,0,8879,938465.3011864984,0,18,25,Overweight,0
2474,0,68.36512566434291,7967,4.423728575522857e+06,68.36512566434291,18,26,Obese,0
2587,0,0,7766,554351.2642587221,0,19,3,Steatosis,0
2588,0,206.14459275073995,1901,308700.10484948877,206.14459275073995,19,4,NASH,0
2589,0,22.362091090884103,160,294932.7714334335,22.362091090884103,19,5,Cirrhosis,0
2590,0,2.25232224782319,15,573271.4027715793,2.25232224782319,19,6,HCC,0
2591,240.7717720068413,0,202,0,240.7717720068413,19,7,Liver death,0
2592,0,0,3355,0,0,19,8,Natural death,0
2597,0,70.73108086404821,1718,1.523787745137274e+07,70.73108086404821,19,13,CHD,0
2598,225.74379791968866,0,803,0,225.74379791968866,19,14,CHD death,0
2603,0,99.27427231536483,4627,1.574760865151474e+07,99.27427231536483,19,19,T2DM,0
2604,894.7927376897087,0,1544,0,894.7927376897087,19,20,T2DM death,0
2609,0,0,8818,904871.7576063746,0,19,25,Overweight,0
2610,0,66.34891509890684,7964,4.293264860200477e+06,66.34891509890684,19,26,Obese,0
2723,0,0,7777,538967.4411163756,0,20,3,Steatosis,0
2724,0,203.61467514794555,1934,304911.57070059126,203.61467514794555,20,4,NASH,0
2725,0,21.439383448784525,158,282763.21533059806,21.439383448784525,20,5,Cirrhosis,0
2726,0,1.749376503163642,12,445259.3419585081,1.749376503163642,20,6,HCC,0
2727,206.33198883587895,0,220,0,206.33198883587895,20,7,Liver death,0
2728,0,0,3580,0,0,20,8,Natural death,0
2733,0,67.83155183058307,1697,1.4613220404726984e+07,67.83155183058307,20,13,CHD,0
2734,206.05081754766275,0,851,0,206.05081754766275,20,14,CHD death,0
2739,0,97.48680590202004,4680,1.54640677007874e+07,97.48680590202004,20,19,T2DM,0
2740,777.6073106929489,0,1658,0,777.6073106929489,20,20,T2DM death,0
2745,0,0,8830,879711.8008471014,0,20,25,Overweight,0
2746,0,64.3355379178158,7954,4.162984485772837e+06,64.3355379178158,20,26,Obese,0
2859,0,0,7794,524413.1920063425,0,21,3,Steatosis,0
2860,0,202.1816183786505,1978,302765.57807942195,202.1816183786505,21,4,NASH,0
2861,0,21.6053759714923,164,284952.48441820027,21.6053759714923,21,5,Cirrhosis,0
2862,0,1.698423789479264,12,432290.6232606875,1.698423789479264,21,6,HCC,0
2863,136.97081412333773,0,236,0,136.97081412333773,21,7,Liver death,0
2864,0,0,3783,0,0,21,8,Natural death,0
2869,0,65.93349003104238,1699,1.4204313418672029e+07,65.93349003104238,21,13,CHD,0
2870,185.6285324977303,0,891,0,185.6285324977303,21,14,CHD death,0
