Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,213,67,144,46,0,35
4,217,59,119,43,1,5
5,237,62,123,55,3,5
6,228,69,145,46,1,10
7,234,75,150,48,7,5
8,243,70,150,31,5,35
9,220,84,142,46,2,25
10,270,80,157,52,4,15
11,252,88,162,44,3,20
12,260,74,148,49,6,10
13,257,103,160,33,2,15
14,262,99,155,35,6,10
15,251,98,143,42,3,35
16,260,116,159,40,6,20
17,227,106,167,39,2,30
18,276,140,151,31,8,10
19,259,112,143,52,13,30
20,266,121,149,48,8,50
21,261,121,156,46,8,50
22,254,134,149,42,9,30
23,257,131,163,55,10,60
24,254,144,161,55,6,35
25,283,138,176,51,6,15
26,248,147,174,45,8,35
27,285,159,168,47,10,50
