Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,223,61,139,39,2,5
4,231,69,138,40,2,10
5,219,67,141,43,1,10
6,214,70,144,45,2,0
7,239,64,125,37,2,15
8,233,82,157,40,2,15
9,262,76,126,41,2,10
10,251,90,153,39,5,25
11,248,77,120,42,3,15
12,253,85,131,47,5,15
13,243,87,143,46,5,20
14,259,102,141,38,7,35
15,269,85,141,40,4,40
16,255,96,162,44,2,20
17,255,121,143,40,3,10
18,264,102,177,41,10,20
19,255,125,139,42,6,30
20,251,127,180,36,10,20
21,245,123,167,46,7,60
22,270,118,181,44,8,30
23,254,144,184,55,8,35
24,270,159,136,59,3,50
25,257,135,160,49,10,30
26,257,136,167,51,6,20
27,270,160,168,55,14,25
