Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,237,61,135,30,2,10
4,231,55,150,39,1,10
5,212,74,140,41,2,10
6,191,75,151,47,2,10
7,211,58,154,32,1,20
8,206,82,144,54,3,5
9,244,82,141,42,0,10
10,223,86,142,43,1,5
11,241,96,129,39,3,10
12,230,79,154,46,3,10
13,256,89,159,40,8,15
14,215,82,142,51,5,35
15,264,98,132,39,4,25
16,222,99,148,34,6,10
17,244,107,142,47,9,35
18,239,100,144,45,4,30
19,224,108,146,59,3,15
20,221,96,171,44,7,20
21,230,115,185,46,7,35
22,230,143,149,43,7,40
23,231,120,172,62,4,40
24,232,129,168,48,10,15
25,234,127,152,49,10,35
26,281,146,140,59,7,45
27,254,123,144,45,6,55
