Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,218,58,145,34,1,30
4,212,68,153,51,4,0
5,239,72,140,49,3,15
6,205,58,129,39,2,20
7,228,70,144,47,2,5
8,251,92,140,46,4,5
9,258,85,127,46,7,20
10,250,72,140,47,2,25
11,239,78,122,41,5,25
12,262,89,115,52,8,30
13,251,82,106,37,7,35
14,254,98,125,46,5,20
15,273,82,119,49,11,40
16,271,114,114,48,7,45
17,266,95,119,51,7,25
18,259,129,156,41,6,40
19,249,110,112,35,7,30
20,238,125,119,44,3,10
21,267,117,108,37,5,40
22,264,118,94,41,9,20
23,261,124,111,35,11,35
24,265,127,90,40,4,35
25,277,144,130,36,10,40
26,290,166,119,38,13,40
27,272,149,110,42,12,40
