Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,219,84,145,34,2,5
4,235,50,148,39,2,15
5,234,64,130,39,1,20
6,240,85,125,33,5,10
7,231,81,140,42,2,15
8,264,76,140,34,2,15
9,254,68,130,51,2,10
10,242,76,143,40,2,10
11,261,93,159,46,5,5
12,259,91,150,37,4,20
13,288,90,160,37,2,15
14,282,94,131,52,3,20
15,252,92,151,41,8,5
16,265,96,162,49,6,20
17,252,121,161,43,13,20
18,263,118,173,37,5,70
19,258,119,159,50,7,30
20,286,132,138,51,5,40
21,288,127,173,60,9,40
22,270,142,149,35,9,40
23,259,129,174,43,15,30
24,265,134,162,41,1,55
25,291,149,161,57,4,25
26,253,138,141,37,10,25
27,249,165,160,49,14,45
