Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,211,53,141,32,3,0
4,214,60,158,32,2,10
5,222,74,141,33,2,10
6,216,77,153,54,3,15
7,220,70,135,55,4,20
8,247,76,158,46,4,10
9,229,108,127,49,7,10
10,274,87,135,38,5,45
11,258,90,155,35,7,30
12,253,80,142,46,0,10
13,262,91,160,36,6,20
14,282,87,147,42,3,30
15,241,94,129,35,6,10
16,261,107,153,46,5,5
17,277,119,160,42,6,40
18,243,118,147,48,7,25
19,257,122,169,59,13,20
20,283,116,151,52,7,60
21,276,129,165,36,7,55
22,274,135,186,47,8,20
23,275,136,203,42,12,40
24,258,137,162,41,11,30
25,248,151,167,55,12,50
26,255,151,166,51,9,70
27,275,141,160,35,12,55
