Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,221,61,144,46,0,20
4,218,67,140,33,3,0
5,220,69,138,50,1,20
6,231,74,132,41,5,10
7,239,67,151,53,8,10
8,246,76,135,33,2,55
9,211,90,125,43,3,10
10,250,76,150,39,2,5
11,230,88,136,47,5,10
12,233,99,135,41,3,10
13,235,92,130,50,3,40
14,262,94,135,38,3,15
15,265,102,155,34,5,15
16,226,125,150,37,13,15
17,239,92,146,39,10,25
18,260,120,148,48,5,55
19,271,128,143,38,8,30
20,267,106,161,43,7,60
21,242,135,116,39,6,20
22,233,125,158,45,8,25
23,272,123,175,50,8,25
24,281,128,147,49,8,75
25,275,151,170,48,9,25
26,257,143,170,59,12,30
27,280,148,172,39,5,90
